ticker,name,is_active,exchange_code,country_code,currency_code
JANX,Janux Therapeutics Inc,1,XNAS,USA,USD
JMIC,Jeremys Microbatch Ice Creams Inc,0,XNAS,USA,USD
JUNSW,Jupiter Neurosciences Inc. Warrants,0,XNAS,USA,USD
JVA,Coffee Holding Co Inc,1,XNAS,USA,USD
KALV,Kalvista Pharmaceuticals Inc,1,XNAS,USA,USD
KALWW,Kalera Public Limited Company Warrant,0,XNAS,USA,USD
KEYP,Keyuan Petrochemicals Inc,0,XNAS,USA,USD
KGEI,Kolibri Global Energy Inc. Common stock,1,XNAS,USA,USD
KINS,Kingstone Companies Inc,1,XNAS,USA,USD
TWRI,Trendwest Resorts Inc,0,XNAS,USA,USD
UBNK,United Financial Bancorp Inc,0,XNAS,USA,USD
UKWIU,UK Wisdom Ltd,0,XNAS,USA,USD
UNTD1,Bancorpsouth Inc,0,XNAS,USA,USD
USAD,Usa Detergents Inc,0,XNAS,USA,USD
USSH,WisdomTree 1-3 Year Laddered Treasury Fund,1,XNAS,USA,USD
VACIU,VACIU,0,XNAS,USA,USD
VACXU,VACXU,0,XNAS,USA,USD
VCIX,Virtual Communities Inc,0,XNAS,USA,USD
VCVCU,10X Capital Venture Acquisition Corp,0,XNAS,USA,USD
VENT,Venturian Corp,0,XNAS,USA,USD
